Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2022-03-25,BZX Equities (Z),248658614,144894848,226917550,620471012,9658050361.186102,10371116189.120201,13803898317.778902,33833064868.085205,2995386,984447,2682321,6662154
2022-03-24,NYSE American (A),14436254,29753220,14236065,58425539,610752794.015900,725873384.122600,700271093.470200,2036897271.608700,167939,120629,133259,421827
2022-03-24,NASDAQ BX (B),18207615,14941994,20047260,53196869,911007672.683800,1149686721.227500,1488277511.765300,3548971905.676600,367672,109652,363768,841092
2022-03-24,NYSE National (C),37876607,30440620,24876216,93193443,978357272.951200,1315030355.075500,797928880.201400,3091316508.228100,413204,173651,280102,866957
2022-03-24,FINRA / Nasdaq TRF Chicago (DB),8613079,3459114,14283933,26356126,400187480.801600,117050251.041400,967540649.430700,1484778381.273700,45172,11924,71482,128578
2022-03-24,FINRA / NYSE TRF (DN),242421402,158236992,561724756,962383150,9259954178.272396,4701772068.803099,21586349653.221207,35548075900.296702,1272175,318469,1635485,3226129
2022-03-24,FINRA / Nasdaq TRF Carteret (DQ),1338827194,741807126,2044096321,4124730641,60947363997.242222,35945440209.761407,91110604173.205159,188003408380.208788,6393369,1939880,6869481,15202730
2022-03-24,MIAX Pearl (H),35960023,33319546,37260320,106539889,1070423151.843000,1871484949.217299,1991022104.557600,4932930205.617899,364795,194071,355704,914570
2022-03-24,EDGA Equities (J),58131340,33977458,50362182,142470980,2306466038.167500,1738823885.329700,2603137671.622699,6648427595.119899,794167,236957,667361,1698485
2022-03-24,EDGX Equities (K),242060838,118603468,313368818,674033124,9449991222.395604,5044397756.280201,15453558009.237999,29947946987.913804,2061586,582236,2263027,4906849
2022-03-24,LTSE (L),25370,0,23160,48530,1388105.970000,0.000000,338107.480000,1726213.450000,16,0,140,156
2022-03-24,NYSE Chicago (M),19776826,7019402,14611428,41407656,1449531404.656700,860653651.945900,2466026321.402100,4776211378.004700,62267,3803,64583,130653
2022-03-24,NYSE (N),836325065,42710197,69783257,948818519,43823020435.254799,2876505263.383300,3298112373.046001,49997638071.684100,3807544,192889,553428,4553861
2022-03-24,NYSE Arca (P),204528923,309951040,402743500,917223463,8670484073.114796,19075659844.227097,18145672231.034616,45891816148.376509,2187698,1390772,3003538,6582008
2022-03-24,NASDAQ (Q),460506839,230546144,1002549791,1693602774,21989979645.120602,16546620625.090801,65331360439.962873,103867960710.174276,5972701,1539521,8818335,16330557
2022-03-24,Members Exchange (U),164960755,89738841,167893563,422593159,4655963768.451300,4558865033.191000,5820782215.052197,15035611016.694497,1362432,456578,1265520,3084530
2022-03-24,Investors Exchange (V),137157843,29513644,115149710,281821197,8222759940.377800,2019446422.304700,8628137298.978099,18870343661.660599,1728147,184839,1502286,3415272
2022-03-24,NASDAQ PSX (X),25356760,33074789,29481502,87913051,728280023.819000,2047564408.652300,1507623385.495800,4283467817.967100,238064,167528,308545,714137
2022-03-24,BYX Equities (Y),60556343,38225369,50883166,149664878,1636349686.767900,2379200062.884500,2079527744.591600,6095077494.244000,643392,207645,565708,1416745
2022-03-24,BZX Equities (Z),225661207,143172228,216147212,584980647,9337238978.882196,9759511566.499996,13758260096.302400,32855010641.684592,2866254,947067,2669010,6482331
2022-03-23,NYSE American (A),17332418,31383239,14370337,63085994,801325047.997300,794011748.701100,753710797.468200,2349047594.166600,198038,122121,158868,479027
2022-03-23,NASDAQ BX (B),21065919,16087525,21655034,58808478,1067780131.556800,1337161940.037400,1793256096.965100,4198198168.559300,399620,126101,399214,924935
2022-03-23,NYSE National (C),40779149,33958366,28460933,103198448,1125595800.798900,1511152970.414500,963917593.372600,3600666364.586000,455213,187082,324847,967142
2022-03-23,FINRA / Nasdaq TRF Chicago (DB),11223448,4115727,15787116,31126291,487843311.857300,135463932.392400,1089089254.027999,1712396498.277699,55393,13718,78622,147733
2022-03-23,FINRA / NYSE TRF (DN),273268533,159454740,527739603,960462876,10669291755.891300,5044188208.849201,22306887946.653486,38020367911.393987,1484895,324634,1656161,3465690
2022-03-23,FINRA / Nasdaq TRF Carteret (DQ),1458039312,804365252,1912611798,4175016362,68307760093.029168,44131567747.494503,93513838107.193980,205953165947.717651,7149493,2117170,7108884,16375547
2022-03-23,MIAX Pearl (H),42278927,34889769,36832905,114001601,1203528323.479800,2016120537.272400,2418870056.243200,5638518916.995400,390843,200291,361861,952995
2022-03-23,EDGA Equities (J),63092109,36719201,51067829,150879139,2484697257.465300,2031549977.997800,2767093960.760302,7283341196.223402,865761,246401,694209,1806371
2022-03-23,EDGX Equities (K),274889809,118096770,312498903,705485482,10906293791.768701,6021821738.487600,16505331603.223611,33433447133.479912,2306494,611813,2349836,5268143
2022-03-23,LTSE (L),25898,2300,20105,48303,837739.200000,3864.000000,2891327.050000,3732930.250000,22,1,116,139
2022-03-23,NYSE Chicago (M),13423575,11442493,10073599,34939667,1168187908.180600,1152726416.120100,1685982268.859100,4006896593.159800,80341,4458,80583,165382
2022-03-23,NYSE (N),944477179,47146532,75072456,1066696167,50588761591.157798,3184486067.996299,3609068204.317501,57382315863.471598,4207101,204448,595266,5006815
2022-03-23,NYSE Arca (P),231761717,340909838,356819277,929490832,9865210764.148103,21676095997.538191,19750534160.320396,51291840922.006690,2391929,1486928,3109991,6988848
2022-03-23,NASDAQ (Q),496001449,250568986,1060796778,1807367213,23638931376.444307,19080321519.058506,71100175621.750118,113819428517.252931,6376667,1706380,9330702,17413749
2022-03-23,Members Exchange (U),174010662,93891093,175750788,443652543,5194191271.923601,5299595139.766199,6157852470.877297,16651638882.567097,1479293,462392,1362195,3303880
2022-03-23,Investors Exchange (V),152542379,29328736,118890732,300761847,9243356913.482200,2158048964.443099,9128678693.239605,20530084571.164904,1903997,204265,1560382,3668644
2022-03-23,NASDAQ PSX (X),29765152,34528389,31126682,95420223,911951754.254200,2088312199.093400,1654249529.107701,4654513482.455301,268969,181653,335027,785649
2022-03-23,BYX Equities (Y),66254988,43558100,52288812,162101900,1855431452.944700,2685415422.103100,2229967585.336899,6770814460.384699,686947,227005,583230,1497182
2022-03-23,BZX Equities (Z),240440546,150470231,222373095,613283872,9920252408.056502,11160143381.830702,14815210426.154596,35895606216.041800,3049647,1011521,2765039,6826207
2022-03-22,NYSE American (A),15537055,32093292,14449778,62080125,738200613.766700,740753177.917000,664115247.969100,2143069039.652800,187203,116976,144270,448449
2022-03-22,NASDAQ BX (B),21978316,16003092,25149068,63130476,1144288224.741600,1336614490.958000,1665023272.704100,4145925988.403700,406465,129777,409261,945503
2022-03-22,NYSE National (C),43224230,32499781,29379429,105103440,1205573507.563200,1471738530.969500,945125730.287400,3622437768.820100,461678,185318,327978,974974
2022-03-22,FINRA / Nasdaq TRF Chicago (DB),10909754,3571777,14984310,29465841,479871890.582600,140542734.883400,1034941323.707000,1655355949.173000,56941,13082,78917,148940
2022-03-22,FINRA / NYSE TRF (DN),270692107,143837333,576994894,991524334,11569861434.801105,5354899888.607198,22642578656.662916,39567339980.071219,1414429,334138,1760380,3508947
2022-03-22,FINRA / Nasdaq TRF Carteret (DQ),1499046416,766138196,2042292663,4307477275,72415683493.437004,42452353294.111909,92641611599.147673,207509648386.696586,7198335,2106894,7372885,16678114
2022-03-22,MIAX Pearl (H),42337195,33424616,35833273,111595084,1283510967.353900,2303213220.275800,1943398116.875700,5530122304.505400,395678,199563,363148,958389
2022-03-22,EDGA Equities (J),64477177,35937273,53480447,153894897,2665961011.694900,1994605842.249100,2748622064.541400,7409188918.485400,869826,243015,716048,1828889
2022-03-22,EDGX Equities (K),267369401,104268501,337499936,709137838,10888517913.907096,5673165428.877200,16271276585.327096,32832959928.111392,2232744,569867,2358878,5161489
2022-03-22,LTSE (L),3345,6706,16617,26668,776132.890000,2975176.030000,158070.860000,3909379.780000,31,91,96,218
2022-03-22,NYSE Chicago (M),17698355,12818491,11866775,42383621,1157596585.254700,2076267844.241800,2151612596.693100,5385477026.189600,77221,4041,73867,155129
2022-03-22,NYSE (N),1069293961,42264990,72974831,1184533782,58738857566.422309,3357832320.603301,3547558348.837800,65644248235.863410,4241319,205685,610118,5057122
2022-03-22,NYSE Arca (P),230956003,335933622,420623644,987513269,9990070743.680803,21883856925.467099,20621207819.965599,52495135489.113501,2354844,1446591,3535926,7337361
2022-03-22,NASDAQ (Q),512925082,233701798,1183107265,1929734145,25478899736.641613,18553014055.002100,72474689162.433359,116506602954.077072,6554467,1683882,9027553,17265902
2022-03-22,Members Exchange (U),178319802,93041437,187768276,459129515,5387089027.877101,5224287116.615404,6005313475.183598,16616689619.676103,1495049,480053,1401404,3376506
2022-03-22,Investors Exchange (V),153544940,30348232,122932241,306825413,9448106762.260998,2155428281.264100,8994870803.672300,20598405847.197398,1875980,201187,1569988,3647155
2022-03-22,NASDAQ PSX (X),28908807,32430013,28995144,90333964,913748701.000800,2272083566.596399,1543844176.860600,4729676444.457799,264065,180269,324529,768863
2022-03-22,BYX Equities (Y),66896742,42096207,56792848,165785797,2006113349.153700,2848452137.697100,2224167018.960500,7078732505.811300,699221,228481,624304,1552006
2022-03-22,BZX Equities (Z),260729805,138770758,229963598,629464161,11213073242.963201,10329802097.931100,14664383786.668804,36207259127.563105,3255973,959038,2856288,7071299
2022-03-21,NYSE American (A),15817754,38244265,12227311,66289330,705399013.597900,785668130.179600,607649331.039700,2098716474.817200,191130,144575,138171,473876
2022-03-21,NASDAQ BX (B),21886484,19666083,25024673,66577240,1133386120.002500,1563691915.595400,1809795058.255000,4506873093.852900,402007,159399,409768,971174
2022-03-21,NYSE National (C),45543208,35334301,30289729,111167238,1277910182.913100,1573870898.806500,1017933284.007700,3869714365.727300,505797,209366,355468,1070631
2022-03-21,FINRA / Nasdaq TRF Chicago (DB),11252763,4323531,15562774,31139068,485433477.671800,160339765.538500,964357008.627800,1610130251.838100,56630,15172,77810,149612
2022-03-21,FINRA / NYSE TRF (DN),257136871,203604955,600747763,1061489589,11410934091.867404,5436622784.583198,21271503268.366700,38119060144.817302,1454088,381534,1834365,3669987
2022-03-21,FINRA / Nasdaq TRF Carteret (DQ),1509406513,888514803,2121086680,4519007996,75205361012.035409,41492750009.272713,93609845482.041103,210307956503.349225,7398839,2413876,7630101,17442816
2022-03-21,MIAX Pearl (H),47320888,44764689,36691860,128777437,1381801003.231400,2770695316.852400,1983623099.622300,6136119419.706100,417132,265984,368554,1051670
2022-03-21,EDGA Equities (J),67292473,44427792,57492482,169212747,2767154485.710900,2533993140.659399,2796225932.580800,8097373558.951099,901496,313956,750700,1966152
2022-03-21,EDGX Equities (K),272572523,155844350,361736316,790153189,11238910229.507702,6570783052.848799,15224701910.918196,33034395193.274697,2342549,722273,2462575,5527397
2022-03-21,LTSE (L),513,30400,9774,40687,326577.740000,24567.000000,159857.910000,511002.650000,6,4,157,167
2022-03-21,NYSE Chicago (M),22714478,9021740,17855934,49592152,1703416786.331300,1350618565.063200,2866408240.292000,5920443591.686500,92556,6628,85281,184465
2022-03-21,NYSE (N),1103147486,52485363,72306041,1227938890,59703570495.676705,3810887241.394199,3525579679.880202,67040037416.951106,4711741,253330,638551,5603622
2022-03-21,NYSE Arca (P),240107635,428513438,435511255,1104132328,10439224285.250702,25912349792.095006,20644808995.279495,56996383072.625203,2512569,1872721,3697256,8082546
2022-03-21,NASDAQ (Q),541606947,297838580,1238681510,2078127037,26591514940.111300,22745457880.313091,72227825866.895712,121564798687.320103,6984017,2097008,9755966,18836991
2022-03-21,Members Exchange (U),184609159,123741549,186937355,495288063,5722534819.400003,6546405796.436203,6102336197.834498,18371276813.670704,1611711,606541,1457125,3675377
2022-03-21,Investors Exchange (V),162049313,36069785,126381122,324500220,9816801531.289703,2701403939.192500,8764383170.976202,21282588641.458405,2085743,232585,1765023,4083351
2022-03-21,NASDAQ PSX (X),27928221,35722863,32071468,95722552,849948283.298900,2395814254.923601,1566817037.117000,4812579575.339501,275962,202037,340259,818258
2022-03-21,BYX Equities (Y),68178397,50161632,58010746,176350775,1989900057.124000,3459769191.833498,2193686315.589900,7643355564.547398,708722,287583,624951,1621256
2022-03-21,BZX Equities (Z),271250180,181940569,245315412,698506161,11526745371.069200,13024620566.432792,14454630810.868798,39005996748.370790,3389293,1232195,3029149,7650637
2022-03-18,NYSE American (A),19465518,119212211,15209693,153887422,913633154.648000,1553134994.408900,911756302.003300,3378524451.060200,241074,137212,185077,563363
2022-03-18,NASDAQ BX (B),26568428,21058844,29691238,77318510,1223517105.029300,1721731050.798400,2013675057.615100,4958923213.442800,440990,170741,458967,1070698
2022-03-18,NYSE National (C),56463145,40626523,36270598,133360266,1493851477.640500,1872127495.384300,1381441653.343000,4747420626.367800,604097,218882,416274,1239253
2022-03-18,FINRA / Nasdaq TRF Chicago (DB),13315917,3687090,16663627,33666634,438396698.563900,117018431.844300,925610119.843500,1481025250.251700,56091,14319,79964,150374
2022-03-18,FINRA / NYSE TRF (DN),304554490,152938708,593467946,1050961144,11022652309.961002,5416357977.809000,23105014758.392106,39544025046.162108,1400798,342693,1770333,3513824
2022-03-18,FINRA / Nasdaq TRF Carteret (DQ),2095743133,887480484,2640480395,5623704012,92376029790.726080,55544091838.677098,114817475148.172088,262737596777.575266,7740971,2281377,8087487,18109835
2022-03-18,MIAX Pearl (H),69324710,43498720,42673029,155496459,1631634517.602300,2758884943.075200,2283600028.065000,6674119488.742500,462222,262550,412539,1137311
2022-03-18,EDGA Equities (J),80333559,46952652,68640832,195927043,2935697615.207200,2731318875.603900,3347029015.915100,9014045506.726200,1036656,334027,863951,2234634
2022-03-18,EDGX Equities (K),318288794,130043629,373019784,821352207,11347586279.533097,7177751435.857198,16349585639.128699,34874923354.518994,2534521,704735,2601453,5840709
2022-03-18,LTSE (L),184825,1300,33625,219750,3674317.350000,7454.000000,1233172.350000,4914943.700000,316,3,126,445
2022-03-18,NYSE Chicago (M),18147001,18951566,21384053,58482620,1321316367.461700,2945314239.416800,4847765422.099300,9114396028.977800,83175,5919,85131,174225
2022-03-18,NYSE (N),3437980748,56213127,84371807,3578565682,179540068305.698815,4228451506.749500,4142857586.666600,187911377399.114915,5136436,261199,729020,6126655
2022-03-18,NYSE Arca (P),293543752,417580846,474102940,1185227538,12054417650.703499,28237733014.840700,23883516435.636994,64175667101.181193,2902969,1827676,4091775,8822420
2022-03-18,NASDAQ (Q),650205507,301855690,2956327769,3908388966,30188264124.066804,24155600924.764896,162083717796.001495,216427582844.833195,7860524,2119844,11033415,21013783
2022-03-18,Members Exchange (U),221881424,121027903,215679656,558588983,6290787539.690100,6775441623.980700,7157562757.951699,20223791921.622499,1800893,615907,1669729,4086529
2022-03-18,Investors Exchange (V),217443762,44198585,171082328,432724675,11599196795.863898,3102728194.054900,11103145780.185098,25805070770.103896,2393469,268418,2029367,4691254
2022-03-18,NASDAQ PSX (X),35633339,39311324,37100237,112044900,1134135078.074900,3015336733.978101,2236323631.145701,6385795443.198702,355211,224566,411140,990917
2022-03-18,BYX Equities (Y),88509141,54837314,70766152,214112607,2327524399.247000,3428537981.313399,2738926527.777700,8494988908.338099,836833,294066,731396,1862295
2022-03-18,BZX Equities (Z),330846137,186044412,302330030,819220579,13871979263.047506,12992743477.216397,19199775012.305699,46064497752.569602,3972529,1212955,3607326,8792810
2022-03-17,NYSE American (A),17015971,37461451,12446142,66923564,757780908.914800,966811330.717900,611538026.289400,2336130265.922100,199517,138211,143082,480810
2022-03-17,NASDAQ BX (B),24176734,21504701,25156616,70838051,1174964522.974200,1598026309.147300,1484117358.360700,4257108190.482200,434106,171956,406051,1012113
2022-03-17,NYSE National (C),47487242,39193780,31077441,117758463,1194861307.537800,1716425600.776900,920256408.574300,3831543316.889000,505564,217656,351412,1074632
2022-03-17,FINRA / Nasdaq TRF Chicago (DB),11018035,4389755,15862968,31270758,417084821.181800,138160691.954600,819050591.410100,1374296104.546500,52311,16095,69573,137979
2022-03-17,FINRA / NYSE TRF (DN),258121500,172701604,559089737,989912841,10258086426.415001,5397028907.746096,18133779076.569508,33788894410.730605,1322352,354813,1608872,3286037
2022-03-17,FINRA / Nasdaq TRF Carteret (DQ),1495962920,831986997,2056300575,4384250492,69378273184.055365,48920759238.590512,82228515013.475521,200527547436.121398,7508707,2287377,7423197,17219281
2022-03-17,MIAX Pearl (H),44310043,44871762,36873319,126055124,1300064933.596000,2526587784.330400,1668937577.565100,5495590295.491500,399896,263198,344537,1007631
2022-03-17,EDGA Equities (J),69993499,47414574,57022573,174430646,2659898366.215000,2648605862.522400,2773621971.918000,8082126200.655400,949188,341421,765050,2055659
2022-03-17,EDGX Equities (K),270502491,138176355,353061830,761740676,10437572939.533598,6922368682.500499,14052550206.473205,31412491828.507302,2358025,736558,2342279,5436862
2022-03-17,LTSE (L),62620,4481,15736,82837,1359289.770000,1836854.190000,1131845.470000,4327989.430000,32,55,185,272
2022-03-17,NYSE Chicago (M),13153556,17370285,10999470,41523311,1162621143.989100,2077529777.944200,1906861678.877299,5147012600.810599,72107,5082,62202,139391
2022-03-17,NYSE (N),1106461383,53078104,76087199,1235626686,57251920526.623796,3655249215.354902,3397312691.330701,64304482433.309399,4776788,250822,683528,5711138
2022-03-17,NYSE Arca (P),250456558,399955430,444749973,1095161961,10674123699.154501,25749964876.381603,19513187698.476104,55937276274.012208,2690025,1885148,3700919,8276092
2022-03-17,NASDAQ (Q),581680166,310048275,1237673313,2129401754,27632607095.881397,24466422729.247590,69740491777.243275,121839521602.372262,7545936,2229608,9882716,19658260
2022-03-17,Members Exchange (U),207041901,125032588,203210352,535284841,5823004435.167799,6716010646.373800,5874023103.498403,18413038185.040002,1704997,641874,1492080,3838951
2022-03-17,Investors Exchange (V),187946587,43859926,147791155,379597668,10459995842.323399,3112308711.021099,9476642941.714599,23048947495.059097,2237651,269380,1845410,4352441
2022-03-17,NASDAQ PSX (X),27585554,37257528,28227894,93070976,857755846.718200,2740822116.598900,1402151041.197200,5000729004.514300,284304,210509,312650,807463
2022-03-17,BYX Equities (Y),75341861,52135905,60105563,187583329,2019357672.536000,3327506491.167899,2178956239.353000,7525820403.056899,768978,284868,635600,1689446
2022-03-17,BZX Equities (Z),296781170,184767527,256341783,737890480,12563799103.978599,13073079052.871201,14796331275.602198,40433209432.451998,3665719,1240607,3118254,8024580
2022-03-16,NYSE American (A),21076389,39249659,16135236,76461284,919393047.861400,1290477594.746400,1032421158.195900,3242291800.803700,248618,155619,188796,593033
2022-03-16,NASDAQ BX (B),29755377,32162884,33109310,95027571,1362869414.767000,2487272600.392100,2113550045.410899,5963692060.569999,533116,240294,545783,1319193
2022-03-16,NYSE National (C),58234613,46504746,37383134,142122493,1449549780.464700,2043470012.250400,1226056523.583400,4719076316.298500,596892,252531,427794,1277217
2022-03-16,FINRA / Nasdaq TRF Chicago (DB),13713302,4047613,15967167,33728082,460858642.025100,147745136.644700,940265062.698800,1548868841.368600,59669,15381,76591,151641
2022-03-16,FINRA / NYSE TRF (DN),317631938,163950663,593380507,1074963108,11478679390.810103,6012429590.040603,22995980147.505668,40487089128.356374,1540108,387267,1784338,3711713
2022-03-16,FINRA / Nasdaq TRF Carteret (DQ),1841687291,943253461,2290051415,5074992167,78701988849.302504,55426259596.610582,103523148104.024401,237651396549.937487,8541979,2683102,8429383,19654464
2022-03-16,MIAX Pearl (H),65854317,60117106,45603814,171575237,1642382799.976300,3496931044.080301,2361499846.214500,7500813690.271101,502736,329842,413167,1245745
2022-03-16,EDGA Equities (J),92596542,65764937,74696547,233058026,3278769411.943000,3832789543.072299,3845692515.162900,10957251470.178199,1125399,466704,936391,2528494
2022-03-16,EDGX Equities (K),360547609,175514463,387412903,923474975,12329581946.045299,10814631400.689605,17760583552.083908,40904796898.818812,2884149,1046778,2828670,6759597
2022-03-16,LTSE (L),30305,16379,101209,147893,747801.010000,6993341.720000,4477031.540000,12218174.270000,17,205,151,373
2022-03-16,NYSE Chicago (M),18507486,22551854,17828819,58888159,1753238891.018400,2393223969.317500,2856889655.036400,7003352515.372300,143305,6423,122337,272065
2022-03-16,NYSE (N),1350446446,76867526,91515541,1518829513,65725007817.239705,5742992178.856900,4365570240.002599,75833570236.099204,5977335,362295,836509,7176139
2022-03-16,NYSE Arca (P),341090699,598731696,549458973,1489281368,12895055840.416200,38909810156.547108,27747914525.560607,79552780522.523915,3380900,2805560,4724960,10911420
2022-03-16,NASDAQ (Q),783766239,443987682,1561098274,2788852195,35027537436.232300,36404636267.475188,92925061133.724484,164357234837.431972,9568163,3281542,12775647,25625352
2022-03-16,Members Exchange (U),269363571,176308024,224480976,670152571,7281409044.836599,9721175265.953099,8117374675.406002,25119958986.195700,2181059,878432,1846315,4905806
2022-03-16,Investors Exchange (V),236668821,53894050,182599549,473162420,13117029408.910799,3809502039.691599,12301467792.420898,29227999241.023296,2652746,311122,2222498,5186366
2022-03-16,NASDAQ PSX (X),34751009,47667283,34510417,116928709,1004794429.456300,3275088584.710300,2017963906.551200,6297846920.717800,314706,270123,367715,952544
2022-03-16,BYX Equities (Y),96080461,68990826,67418251,232489538,2431771308.592600,4570717120.533900,2786240274.967901,9788728704.094401,889274,364136,728789,1982199
2022-03-16,BZX Equities (Z),377951781,271839668,329467531,979258980,14673440369.703400,20388707890.333300,21042369929.982809,56104518190.019509,4461753,1864194,3994357,10320304
2022-03-15,NYSE American (A),19821066,37576199,13980912,71378177,811195924.474700,1208974417.983000,846654627.634000,2866824970.091700,220944,148106,155488,524538
2022-03-15,NASDAQ BX (B),25597194,26541882,26617768,78756844,1131418129.005400,1806893002.283301,1645489582.513600,4583800713.802301,440929,197803,429946,1068678
2022-03-15,NYSE National (C),52289841,46834081,33325854,132449776,1236420701.106200,1891806390.064900,1026813234.074800,4155040325.245900,536750,243703,363687,1144140
2022-03-15,FINRA / Nasdaq TRF Chicago (DB),12469264,3803095,16038564,32310923,339414532.265800,143366280.680200,741582723.362000,1224363536.308000,50733,14573,68813,134119
2022-03-15,FINRA / NYSE TRF (DN),261510896,156096669,512046228,929653793,8692751351.871203,5331964263.700700,17491575990.365888,31516291605.937791,1318130,356621,1585578,3260329
2022-03-15,FINRA / Nasdaq TRF Carteret (DQ),1632775325,952674274,1994573489,4580023088,67059925468.910084,54004751529.013191,84757366121.916960,205822043119.840235,7607215,2514560,7405573,17527348
2022-03-15,MIAX Pearl (H),47630252,52417540,36196758,136244550,1308195076.446900,3083007833.560999,1947445709.048301,6338648619.056200,427118,288986,351991,1068095
2022-03-15,EDGA Equities (J),78111474,56021240,61248365,195381079,2762084484.178000,2946285296.392900,3005840401.303600,8714210181.874500,1005968,399487,814060,2219515
2022-03-15,EDGX Equities (K),281225054,152992531,304119824,738337409,9412827088.696000,8157003386.115600,13302194952.888301,30872025427.699901,2403382,892461,2351774,5647617
2022-03-15,LTSE (L),1761,0,18354,20115,660923.130000,0.000000,3425226.850000,4086149.980000,25,0,132,157
2022-03-15,NYSE Chicago (M),11619186,8815020,12466773,32900979,1012478605.144600,1542422463.836300,2097617341.641299,4652518410.622199,93204,6747,69897,169848
2022-03-15,NYSE (N),1175073755,69322293,77395168,1321791216,58038828033.822495,4268987658.688000,3532563890.607700,65840379583.118195,5382076,307553,708539,6398168
2022-03-15,NYSE Arca (P),283827576,492907337,420508376,1197243289,10461424155.586301,31332270055.684986,20746913959.862803,62540608171.134090,2843800,2264993,3918867,9027660
2022-03-15,NASDAQ (Q),661652299,361621431,1240261630,2263535360,29058858547.440200,27045515409.512700,75654616337.106118,131758990294.059018,8223693,2731768,10844384,21799845
2022-03-15,Members Exchange (U),222816303,136135400,191204127,550155830,5998162954.525600,7105057704.052200,6290256515.718298,19393477174.296098,1840364,708765,1523608,4072737
2022-03-15,Investors Exchange (V),196118211,46551175,151411485,394080871,10490564733.719801,3360891464.228201,9621430830.247297,23472887028.195299,2279893,281148,1840923,4401964
2022-03-15,NASDAQ PSX (X),30800205,44884414,29986473,105671092,870069962.909100,2270852423.017000,1717185824.324700,4858108210.250800,297566,254098,341170,892834
2022-03-15,BYX Equities (Y),87430724,64947108,61041544,213419376,2109062745.250900,3773255505.054101,2277829540.179600,8160147790.484601,832782,351824,665857,1850463
2022-03-15,BZX Equities (Z),311702537,223490520,257664430,792857487,12021483037.245898,15551290629.374598,14856243554.212302,42429017220.832798,3783599,1538587,3221930,8544116
2022-03-14,NYSE American (A),23136659,39196738,16379104,78712501,918313699.623400,1091719213.399300,850300521.379900,2860333434.402600,264985,162943,193592,621520
2022-03-14,NASDAQ BX (B),31832300,24784968,29380750,85998018,1283096507.250200,1519879592.947600,1729561331.390000,4532537431.587800,500307,196170,478861,1175338
2022-03-14,NYSE National (C),59240331,47591794,38118017,144950142,1412561165.631300,1860735918.483800,1113607337.992600,4386904422.107700,590372,273980,412500,1276852
2022-03-14,FINRA / Nasdaq TRF Chicago (DB),13471886,4498544,19088182,37058612,398176715.621200,166063256.855700,847947976.867500,1412187949.344400,57285,16260,81082,154627
2022-03-14,FINRA / NYSE TRF (DN),261226874,171250478,549113063,981590415,8928299696.595797,5709316744.554501,16706725714.675900,31344342155.826198,1487704,406688,1808216,3702608
2022-03-14,FINRA / Nasdaq TRF Carteret (DQ),1643935645,933516105,2097647879,4675099629,68889765721.218035,48154941603.123013,84713240291.569361,201757947615.910409,8141784,2738835,8347982,19228601
2022-03-14,MIAX Pearl (H),51174308,52603602,43277378,147055288,1442352987.278500,2684026766.659400,2314142937.589400,6440522691.527300,454467,301252,397686,1153405
2022-03-14,EDGA Equities (J),87476141,55079569,69063668,211619378,2983793975.526400,2874307972.783900,3230830911.474000,9088932859.784300,1093063,415026,903299,2411388
2022-03-14,EDGX Equities (K),295162910,155909133,356829940,807901983,9883356131.422801,7819061546.296203,13786062102.769905,31488479780.488909,2675734,937590,2734002,6347326
2022-03-14,LTSE (L),45617,32043,30570,108230,2660662.780000,11041411.620000,2854985.650000,16557060.050000,30,327,172,529
2022-03-14,NYSE Chicago (M),24183123,10801825,13066603,48051551,1612165273.909300,1182293698.262300,2000774528.454500,4795233500.626100,89997,6017,72344,168358
2022-03-14,NYSE (N),1191848173,72191763,85441913,1349481849,57739196009.070902,4419196363.283200,3920471458.436700,66078863830.790802,5665571,332991,796725,6795287
2022-03-14,NYSE Arca (P),286751677,493628537,465232456,1245612670,10859831015.757703,30890014627.149904,22643706327.966697,64393551970.874304,3007160,2436125,4473876,9917161
2022-03-14,NASDAQ (Q),686728830,368220759,1324242377,2379191966,30084386810.776698,27387368709.881505,75667287865.290193,133139043385.948396,8660366,2891353,11763619,23315338
2022-03-14,Members Exchange (U),238608494,147545642,213892637,600046773,6245238923.053998,7470351794.188403,6745332909.272700,20460923626.515101,1921682,779909,1694308,4395899
2022-03-14,Investors Exchange (V),213270773,48267739,169631543,431170055,11465589217.248999,3354577011.877800,11214744364.932504,26034910594.059303,2394421,284317,2052764,4731502
2022-03-14,NASDAQ PSX (X),33454472,45645481,34236788,113336741,954945920.941600,2281413705.039600,1783050641.465400,5019410267.446600,318024,252050,380894,950968
2022-03-14,BYX Equities (Y),94228475,62244381,66823889,223296745,2294933912.610900,3521984519.514599,2435690725.136601,8252609157.262100,878248,335790,719457,1933495
2022-03-14,BZX Equities (Z),339143541,220104642,285217068,844465251,12812495809.126301,16124487982.333001,15505953423.581498,44442937215.040800,4075437,1605001,3564093,9244531
2022-03-11,NYSE American (A),19122075,41059668,14935973,75117716,807023664.753500,933569537.270300,728762597.564400,2469355799.588200,217173,159432,152553,529158
2022-03-11,NASDAQ BX (B),25859025,20757489,23202715,69819229,1122874134.780400,1524254198.789100,1414597925.967000,4061726259.536500,417121,164994,381453,963568
2022-03-11,NYSE National (C),52470555,41189541,28946384,122606480,1245857977.115900,1702909670.181000,846952198.167600,3795719845.464500,529249,253755,336552,1119556
