Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2022-05-11,NASDAQ (Q),724866559,487761823,1446838374,2659466756,29962138007.980403,38638844730.896585,84351003026.410085,152951985765.287073,9239181,3928393,13314526,26482100
2022-05-11,Members Exchange (U),249086059,179722342,221208723,650017124,6242439971.010800,10425999327.364800,7945472529.615095,24613911827.990695,2054372,1021526,1896646,4972544
2022-05-11,Investors Exchange (V),204723811,43054562,171485817,419264190,10778251518.131599,3274906498.442099,10640016489.055698,24693174505.629396,2605800,264204,2170613,5040617
2022-05-11,NASDAQ PSX (X),38846932,72740363,42259878,153847173,1118206556.829700,3922578077.031902,2435552693.357000,7476337327.218602,332084,357394,410526,1100004
2022-05-11,BYX Equities (Y),83914141,54768321,66152795,204835257,2140690231.736700,3633965012.012201,2913321098.770700,8687976342.519601,876404,299110,775387,1950901
2022-05-11,BZX Equities (Z),336598322,299958799,324640165,961197286,11501370201.632698,21727183952.498502,19547580501.323414,52776134655.454614,3960361,2083954,3813033,9857348
2022-05-10,NYSE American (A),23140918,33213103,18433053,74787074,865165688.252200,1320774169.723800,852904688.418500,3038844546.394500,277547,159997,225920,663464
2022-05-10,NASDAQ BX (B),30518601,23582684,37172765,91274050,1320323002.370800,1704242984.217300,1991569050.879100,5016135037.467200,654799,178189,650154,1483142
2022-05-10,NYSE National (C),56136774,47367817,44521186,148025777,1306039712.375100,1992744613.902700,1433919417.394800,4732703743.672600,625480,256045,515612,1397137
2022-05-10,FINRA / Nasdaq TRF Chicago (DB),11436509,4099499,17999748,33535756,416838363.715500,166664803.569200,961210602.935000,1544713770.219700,51352,15442,81300,148094
2022-05-10,FINRA / NYSE TRF (DN),288193087,167339679,493684704,949217470,9002533899.963198,6807126735.587101,20286393082.211592,36096053717.761891,1590121,398682,1894253,3883056
2022-05-10,FINRA / Nasdaq TRF Carteret (DQ),1732161637,1113910011,2223976059,5070047707,67979287316.100918,64049863497.450302,101289553423.302842,233318704236.854062,8698952,2917276,8795499,20411727
2022-05-10,MIAX Pearl (H),49591147,71986768,47562834,169140749,1340569176.323100,3680851318.551899,2212460668.514000,7233881163.388999,520558,345679,451867,1318104
2022-05-10,EDGA Equities (J),87968683,67874216,90490776,246333675,3426849690.903500,4058344757.103000,4519147711.891799,12004342159.898299,1301103,537646,1217439,3056188
2022-05-10,EDGX Equities (K),340045763,169514419,346807395,856367577,10825764233.630802,10053661377.994601,16048488092.910691,36927913704.536094,3141499,1057935,3047118,7246552
2022-05-10,LTSE (L),29655,12175,62415,104245,2133350.710000,4403617.260000,3511761.410000,10048729.380000,500,54,321,875
2022-05-10,NYSE Chicago (M),16118722,15356393,15125425,46600540,1121395424.467900,2212827236.745300,2381274508.440598,5715497169.653798,109699,5065,80898,195662
2022-05-10,NYSE (N),1234514051,81881302,107276034,1423671387,57205880047.581200,5905101348.469202,4663295626.108900,67774277022.159302,6655779,428272,987668,8071719
2022-05-10,NYSE Arca (P),317379989,572298692,503197773,1392876454,11634824414.755501,36605878292.281505,29249276256.928190,77489978963.965196,3280482,2835612,5147732,11263826
2022-05-10,NASDAQ (Q),769207677,443650729,1454328766,2667187172,33505971596.027804,35790379073.599503,84139761810.612879,153436112480.240186,10221337,3661812,13853834,27736983
2022-05-10,Members Exchange (U),244523747,170959435,210024199,625507381,6225605227.894201,10034898283.023198,7479047983.047900,23739551493.965299,2075247,1012327,1812337,4899911
2022-05-10,Investors Exchange (V),224441910,49898269,185729390,460069569,12185752542.391696,3784565517.556699,10745987106.950498,26716305166.898893,2938486,312837,2430027,5681350
2022-05-10,NASDAQ PSX (X),38281397,60020663,44902096,143204156,1134850097.432900,3107446981.597400,2268262692.200200,6510559771.230500,335050,301978,424798,1061826
2022-05-10,BYX Equities (Y),84798409,56301543,70005366,211105318,2317547074.207300,3639854327.925300,2832358200.884999,8789759603.017599,960807,321609,840551,2122967
2022-05-10,BZX Equities (Z),337338756,277178555,306969224,921486535,11568453870.940699,20140855707.674396,17475938951.667401,49185248530.282496,4080721,2015982,3815490,9912193
2022-05-09,NYSE American (A),21875197,38295163,17901725,78072085,886567655.586500,1550554548.047400,1040935785.961500,3478057989.595400,250240,167278,214710,632228
2022-05-09,NASDAQ BX (B),29217721,25507321,33451998,88177040,1324917248.992900,1926543483.144500,2074235551.654900,5325696283.792300,598856,176281,600997,1376134
2022-05-09,NYSE National (C),56760951,46141572,43543293,146445816,1372572227.246700,1966796163.462199,1420153502.345700,4759521893.054599,581986,245318,495918,1323222
2022-05-09,FINRA / Nasdaq TRF Chicago (DB),13635433,5450929,18046181,37132543,474263772.880000,209745704.469300,1022811649.715200,1706821127.064500,59529,19919,84621,164069
2022-05-09,FINRA / NYSE TRF (DN),293992786,177784132,470966527,942743445,9906184454.555204,6906382767.170300,20651086470.639601,37463653692.365105,1777369,481424,2077772,4336565
2022-05-09,FINRA / Nasdaq TRF Carteret (DQ),1787361031,1125825018,2110404694,5023590743,74692575197.952529,66068654886.788873,101592320558.610977,242353550643.352379,9322735,3581176,9415556,22319467
2022-05-09,MIAX Pearl (H),50269693,69409125,40392034,160070852,1311597612.562300,3268141870.397700,2109613318.847200,6689352801.807200,502007,309728,421019,1232754
2022-05-09,EDGA Equities (J),87937401,64950063,85853750,238741214,3560382558.554100,3681434045.477400,4391865185.090200,11633681789.121700,1292586,503836,1202746,2999168
2022-05-09,EDGX Equities (K),349601328,181061548,346248441,876911317,11417886870.857002,11234609794.127904,17434567789.411802,40087064454.396708,3243663,1120181,3139470,7503314
2022-05-09,LTSE (L),52470,32227,23007,107704,5749797.600000,12752384.110000,1504126.000000,20006307.710000,799,83,346,1228
2022-05-09,NYSE Chicago (M),10205970,8258112,10474826,28938908,804537047.513300,1126696720.346500,1932580804.233000,3863814572.092800,95874,6397,67897,170168
2022-05-09,NYSE (N),1236860761,86977766,101059967,1424898494,57828356436.820006,5248846876.687800,5100349764.875601,68177553078.383407,6329554,381181,943865,7654600
2022-05-09,NYSE Arca (P),338568428,591250301,487093398,1416912127,13354048374.855907,38045059681.431204,28963245924.327804,80362353980.614915,3554802,2889656,5157141,11601599
2022-05-09,NASDAQ (Q),748018875,436196324,1399044121,2583259320,32615472890.253686,35788059439.907898,86048184273.326513,154451716603.488097,9814803,3447470,13155066,26417339
2022-05-09,Members Exchange (U),248293745,164430466,200586650,613310861,6541976205.772603,9934668043.488198,7460365658.632498,23937009907.893299,2045558,936908,1789645,4772111
2022-05-09,Investors Exchange (V),215827761,49806042,175466309,441100112,12169680975.443301,3757411611.158100,11602109941.499300,27529202528.100701,2724117,308525,2229788,5262430
2022-05-09,NASDAQ PSX (X),38938536,62013517,36405223,137357276,1130425064.342100,3256347669.111400,2090433286.466999,6477206019.920499,333579,311339,366528,1011446
2022-05-09,BYX Equities (Y),79555210,59165500,67297347,206018057,2263501670.305900,4047402789.206901,2846254482.500600,9157158942.013401,882581,338655,811725,2032961
2022-05-09,BZX Equities (Z),347553640,280281374,294882459,922717473,12192420769.957100,20377417855.234399,17660419652.641695,50230258277.833194,4110728,1903369,3742135,9756232
2022-05-06,NYSE American (A),17096325,32624473,14545279,64266077,692492391.634000,1249030139.575400,811126658.232200,2752649189.441600,209068,143500,166673,519241
2022-05-06,NASDAQ BX (B),25948566,26849341,31210113,84008020,1219165688.327800,2314045941.024200,2340949795.376599,5874161424.728599,548605,204135,568600,1321340
2022-05-06,NYSE National (C),51880114,44756090,34077622,130713826,1372306872.977800,1940192247.751600,1205886585.653900,4518385706.383300,534244,254777,392586,1181607
2022-05-06,FINRA / Nasdaq TRF Chicago (DB),11011164,4267959,14738795,30017918,517815716.148700,152939413.377100,1078381682.383800,1749136811.909600,52150,16790,77918,146858
2022-05-06,FINRA / NYSE TRF (DN),261408872,174283805,425585979,861278656,9490631245.556590,7252087102.030304,20201414114.494398,36944132462.081292,1439427,403554,1731985,3574966
2022-05-06,FINRA / Nasdaq TRF Carteret (DQ),1521946614,927548309,1851037022,4300531945,65977930319.850516,55327781546.800591,94387060624.481824,215692772491.132931,7809261,2834400,7898987,18542648
2022-05-06,MIAX Pearl (H),44894472,71405781,49656000,165956253,1228915246.799800,3938666952.741399,2888624708.397002,8056206907.938201,472941,349082,470359,1292382
2022-05-06,EDGA Equities (J),78532382,67967408,73629087,220128877,3297113154.106400,4093142903.484499,4451478079.434498,11841734137.025397,1100443,537348,1035195,2672986
2022-05-06,EDGX Equities (K),285961568,162846534,306478615,755286717,10590462362.864898,10860500069.644800,17029236146.503697,38480198579.013395,2730246,1015881,2738478,6484605
2022-05-06,LTSE (L),55220,2849,24441,82510,3910810.410000,101320.280000,1846326.980000,5858457.670000,773,24,390,1187
2022-05-06,NYSE Chicago (M),16917192,8210108,16940573,42067873,1233595316.537700,1167688848.587800,2589672807.035900,4990956972.161400,103136,5640,77034,185810
2022-05-06,NYSE (N),1075579193,83070384,95091270,1253740847,53671196523.312610,5921205706.368100,5227114366.477301,64819516596.158011,5905243,404170,884563,7193976
2022-05-06,NYSE Arca (P),260667569,544227514,430330498,1235225581,10296841246.745096,35572338752.144805,27932896537.898804,73802076536.788705,2751117,2707327,4545407,10003851
2022-05-06,NASDAQ (Q),648951538,426425935,1257825701,2333203174,30417404739.987890,35883147288.776598,82498916818.522147,148799468847.286635,8819730,3386235,12193185,24399150
2022-05-06,Members Exchange (U),210757495,155324031,191527985,557609511,5971054418.828401,9533791222.525198,7431667201.640198,22936512842.993797,1852279,900081,1697508,4449868
2022-05-06,Investors Exchange (V),190641617,42743075,149129042,382513734,10983602532.479902,3385673441.856700,10780058032.811799,25149334007.148401,2456322,283463,1997950,4737735
2022-05-06,NASDAQ PSX (X),34504733,65526248,39884501,139915482,1212332971.499200,3450543573.950001,2837322892.867700,7500199438.316901,339740,337921,438714,1116375
2022-05-06,BYX Equities (Y),78404197,54481880,58041882,190927959,2287570148.240700,4094824639.297800,3160367434.196101,9542762221.734601,813883,328935,733667,1876485
2022-05-06,BZX Equities (Z),301788151,281723412,284731379,868242942,11413193242.508099,21479095990.576990,20793759467.043287,53686048700.128376,3573747,1892180,3557326,9023253
2022-05-05,NYSE American (A),19478279,35565391,19577322,74620992,857366378.898200,1871437340.597700,1228402827.827000,3957206547.322900,227889,161384,187067,576340
2022-05-05,NASDAQ BX (B),24882271,26392489,30761730,82036490,1268932746.475500,2340236325.768300,2609371098.305801,6218540170.549601,520832,194118,518731,1233681
2022-05-05,NYSE National (C),50271048,49485858,34350847,134107753,1352732635.945000,2226750677.005900,1313158233.107099,4892641546.057999,540000,285019,395008,1220027
2022-05-05,FINRA / Nasdaq TRF Chicago (DB),9863026,4088201,13845321,27796548,416812106.967500,149933800.535700,1034158120.011200,1600904027.514400,52998,17224,76491,146713
2022-05-05,FINRA / NYSE TRF (DN),253082828,167082817,430292909,850458554,9429537580.377404,7460602730.934999,20983075101.188899,37873215412.501302,1496071,436859,1796393,3729323
2022-05-05,FINRA / Nasdaq TRF Carteret (DQ),1435157543,963930990,1850556760,4249645293,64711436853.383297,56777514012.696114,101440335873.853234,222929286739.932645,8043108,2968941,8225309,19237358
2022-05-05,MIAX Pearl (H),42773661,71425405,42389553,156588619,1262698038.923800,4045147899.452001,2771169188.325501,8079015126.701302,469689,327848,458532,1256069
2022-05-05,EDGA Equities (J),76744509,73482259,71855480,222082248,3247570366.959400,4501124056.762900,4715988219.849801,12464682643.572101,1111674,559763,983188,2654625
2022-05-05,EDGX Equities (K),312983189,174878970,312490681,800352840,11982461630.485203,11726029906.167592,19318929137.615298,43027420674.268093,2937091,1029681,2787579,6754351
2022-05-05,LTSE (L),50281,1114,133122,184517,3115231.180000,17632.580000,5044091.930000,8176955.690000,740,15,749,1504
2022-05-05,NYSE Chicago (M),10422294,15547092,13768268,39737654,871429464.803900,2042193938.985700,2572690715.295600,5486314119.085200,95855,4631,63885,164371
2022-05-05,NYSE (N),1079728705,82621095,95395141,1257744941,56671554751.859699,6219667512.424997,6211722955.842801,69102945220.127497,5935197,388668,849173,7173038
2022-05-05,NYSE Arca (P),268321317,577745570,430388402,1276455289,11327546637.188499,40227299612.895106,30023227299.912201,81578073549.995806,2888526,2695161,4366241,9949928
2022-05-05,NASDAQ (Q),661222459,426202785,1270400648,2357825892,32188577888.433210,38444881004.002709,94021465375.556188,164654924267.992107,8993784,3282263,12019891,24295938
2022-05-05,Members Exchange (U),214762668,159144946,185549443,559457057,6080296356.808899,10180947149.455699,8461393021.033496,24722636527.298094,1865365,883078,1665694,4414137
2022-05-05,Investors Exchange (V),190253233,44083223,144853983,379190439,11554389978.494099,4115337904.273502,11821527830.071400,27491255712.839001,2460178,283603,1937244,4681025
2022-05-05,NASDAQ PSX (X),34411857,66682347,40045990,141140194,1248933660.662000,3921220675.412501,2703451872.118100,7873606208.192601,342400,335591,422042,1100033
2022-05-05,BYX Equities (Y),74527001,58904003,55427894,188858898,2287907059.731000,4502039653.430003,3074591125.046700,9864537838.207703,812553,347896,673944,1834393
2022-05-05,BZX Equities (Z),318096968,278046726,266839125,862982819,12458866818.919800,21740399589.141304,20818547704.745510,55017814112.806614,3825240,1804653,3440177,9070070
2022-05-04,NYSE American (A),20044378,38676372,16853102,75573852,863178467.560200,1722969151.578400,1129441217.539900,3715588836.678500,206128,169564,165164,540856
2022-05-04,NASDAQ BX (B),24504775,23995908,28729908,77230591,1244883537.871500,2327530001.288900,2204050847.665500,5776464386.825900,481798,191567,481263,1154628
2022-05-04,NYSE National (C),49974536,46263069,36806077,133043682,1339199144.313100,2205654157.064400,1434910318.980000,4979763620.357500,508564,277954,386929,1173447
2022-05-04,FINRA / Nasdaq TRF Chicago (DB),9218519,3534000,14938753,27691272,418113804.399600,141977899.047200,1114446761.961200,1674538465.408000,46557,14226,78619,139402
2022-05-04,FINRA / NYSE TRF (DN),257358014,152345508,484659164,894362686,9336338290.994205,6418887019.120897,23100125870.625115,38855351180.740217,1419573,360295,1742578,3522446
2022-05-04,FINRA / Nasdaq TRF Carteret (DQ),1526844076,902642632,1974170452,4403657160,67845103491.499303,53738551103.023417,103019696075.656209,224603350670.178929,7657051,2416696,7930344,18004091
2022-05-04,MIAX Pearl (H),38444493,57693446,40220037,136357976,1053958514.339400,3266750269.853700,2499632142.672201,6820340926.865301,385631,267289,391948,1044868
2022-05-04,EDGA Equities (J),78700258,71968058,67840049,218508365,3203105799.134600,4509197258.791701,4126778674.081500,11839081732.007801,1081587,561352,931544,2574483
2022-05-04,EDGX Equities (K),309902183,177267991,320598687,807768861,11292661517.016803,11083688107.680802,18197724664.441906,40574074289.139511,2680117,1015519,2681227,6376863
2022-05-04,LTSE (L),60733,46117,20550,127400,1935811.890000,19043839.980000,1401335.970000,22380987.840000,240,103,270,613
2022-05-04,NYSE Chicago (M),12167986,4430557,13023353,29621896,1118705832.463100,495322527.752800,1959334932.914300,3573363293.130200,114425,4158,87061,205644
2022-05-04,NYSE (N),1088964763,85427916,93691094,1268083773,55881465837.867294,5988237160.221100,5150582560.822096,67020285558.910490,5632058,372511,783031,6787600
2022-05-04,NYSE Arca (P),264629939,543836763,426708330,1235175032,10717082436.692995,37229716518.129987,28226099392.161191,76172898346.984173,2681350,2502310,4218058,9401718
2022-05-04,NASDAQ (Q),648842918,436043294,1270182269,2355068481,30463737162.209502,37477516079.895389,85894429893.537323,153835683135.642214,8407804,3264157,11640563,23312524
2022-05-04,Members Exchange (U),208878834,157574819,192576828,559030481,5983336786.674800,9455588093.826202,8159120155.252005,23598045035.753007,1815279,852872,1655729,4323880
2022-05-04,Investors Exchange (V),193288570,41394603,148504535,383187708,11636559232.429699,3467269800.771001,11462203542.791801,26566032575.992501,2444260,256403,1937582,4638245
2022-05-04,NASDAQ PSX (X),31141924,61089592,34278283,126509799,1045737846.290900,3384431126.338600,2287355780.621199,6717524753.250699,284011,304663,362590,951264
2022-05-04,BYX Equities (Y),66864511,44911946,53731662,165508119,2129817745.687000,3760026889.885900,3049237958.483700,8939082594.056600,750986,280039,656086,1687111
2022-05-04,BZX Equities (Z),306533332,281303844,280526600,868363776,11877977046.108002,22284279324.120505,19430209469.705595,53592465839.934102,3563740,1922996,3378938,8865674
2022-05-03,NYSE American (A),15202650,25935374,11235711,52373735,666105865.936600,1003454498.358100,601938513.083900,2271498877.378600,185398,120728,136409,442535
2022-05-03,NASDAQ BX (B),23353339,17058209,23746794,64158342,1217484244.325900,1378452854.100100,1573013811.444700,4168950909.870700,475244,140216,432709,1048169
2022-05-03,NYSE National (C),44401696,39590283,30474157,114466136,1244622744.439000,1901804572.190600,1083612850.897500,4230040167.527100,498869,231091,359204,1089164
2022-05-03,FINRA / Nasdaq TRF Chicago (DB),8086572,2522323,11586259,22195154,325535314.193200,114849154.208100,829303881.178600,1269688349.579900,40959,10955,64234,116148
2022-05-03,FINRA / NYSE TRF (DN),237978653,136022529,393258081,767259263,8461193181.798700,6206172545.427102,18132804694.493307,32800170421.719109,1325234,313961,1518756,3157951
2022-05-03,FINRA / Nasdaq TRF Carteret (DQ),1367740411,752023256,1684651409,3804415076,59439800962.401114,44783027738.840232,83560960170.528739,187783788871.770085,6979239,2276113,6799036,16054388
2022-05-03,MIAX Pearl (H),36849067,53216833,35548591,125614491,1106424090.109800,2964200673.670400,1938771499.396400,6009396263.176600,404513,247320,347347,999180
2022-05-03,EDGA Equities (J),64853965,49375423,53721627,167951015,2777902088.195600,2983640742.532301,3090333108.456499,8851875939.184400,945021,378053,779617,2102691
2022-05-03,EDGX Equities (K),262674547,117510629,261676251,641861427,9556462622.455699,7274687954.290501,13361875422.698707,30193025999.444907,2363305,690455,2246756,5300516
2022-05-03,LTSE (L),18010,375,24846,43231,1189771.960000,10596.980000,1673669.030000,2874037.970000,269,11,344,624
2022-05-03,NYSE Chicago (M),13744185,8744034,15244542,37732761,969602415.076600,804479565.352800,2412043902.905499,4186125883.334899,74364,3975,60126,138465
2022-05-03,NYSE (N),975752866,58515282,77194071,1111462219,50569290233.494092,4171946988.273200,3830183499.933000,58571420721.700292,5136042,275038,678073,6089153
2022-05-03,NYSE Arca (P),245203565,414705800,367353335,1027262700,9752833179.655400,28139322678.431699,20906651068.261209,58798806926.348308,2511082,1870730,3619780,8001592
2022-05-03,NASDAQ (Q),559984208,307912107,1001178018,1869074333,26835464712.330806,25615249950.693206,61566137653.119005,114016852316.143017,7907670,2308419,10016759,20232848
2022-05-03,Members Exchange (U),193102190,122121194,163834123,479057507,5510240217.541001,7276798694.967702,6200531282.831800,18987570195.340503,1695431,703902,1429390,3828723
2022-05-03,Investors Exchange (V),165407977,33434846,116402998,315245821,9959887960.405900,2537693072.251601,8366574242.709096,20864155275.366597,2221130,211705,1638711,4071546
2022-05-03,NASDAQ PSX (X),26123794,45138603,27477816,98740213,897882836.497800,2282233428.429400,1696365916.989200,4876482181.916400,264368,206428,307394,778190
2022-05-03,BYX Equities (Y),65089820,41770771,47403836,154264427,2011612694.632500,3042038104.508000,2165126677.873300,7218777477.013800,734648,244589,610157,1589394
2022-05-03,BZX Equities (Z),276490650,199736768,225273655,701501073,10652179435.204705,14750949460.521500,13746751119.596898,39149880015.323103,3366245,1307562,2849002,7522809
2022-05-02,NYSE American (A),17204319,34101885,14062810,65369014,746426593.511500,1470985323.116600,853036615.007600,3070448531.635700,200952,157584,151979,510515
2022-05-02,NASDAQ BX (B),23759534,24728501,28825517,77313552,1222049430.944300,2049641601.659200,2384140667.852299,5655831700.455799,472341,184574,475276,1132191
2022-05-02,NYSE National (C),50562006,43529994,34223293,128315293,1394282629.094100,2089075399.832100,1251958002.653500,4735316031.579700,527594,247992,363420,1139006
2022-05-02,FINRA / Nasdaq TRF Chicago (DB),8847575,3858386,15256691,27962652,368666904.480500,169798941.373400,1019184740.421000,1557650586.274900,47003,15320,68414,130737
2022-05-02,FINRA / NYSE TRF (DN),279823252,158391209,390792881,829007342,9316486751.886001,6996078484.237703,18969214622.937292,35281779859.060996,1460603,398644,1675842,3535089
2022-05-02,FINRA / Nasdaq TRF Carteret (DQ),1530762730,985190523,1746503031,4262456284,63680134368.842215,64689899772.002357,94736599249.775866,223106633390.620438,7755322,2969876,7533784,18258982
2022-05-02,MIAX Pearl (H),41434766,60839313,32695734,134969813,1162716199.401900,3282693083.087600,1808975122.046600,6254384404.536100,438477,296200,362786,1097463
2022-05-02,EDGA Equities (J),75296251,69357572,64724509,209378332,3250211912.883900,4347927129.887902,4118261138.319801,11716400181.091603,1068518,537781,909440,2515739
2022-05-02,EDGX Equities (K),291643733,158231336,279725258,729600327,10048418604.410100,10853216452.525598,15536659550.103191,36438294607.038889,2618747,1016444,2490158,6125349
2022-05-02,LTSE (L),9273,9334,18162,36769,735305.990000,3814810.270000,1458379.960000,6008496.220000,123,5,129,257
2022-05-02,NYSE Chicago (M),11757554,8412591,14790796,34960941,1046521947.432700,1839519540.294200,2985826550.735900,5871868038.462800,97419,4266,68153,169838
2022-05-02,NYSE (N),1111329524,90598415,92270879,1294198818,55435709711.403301,6009458396.418202,5191123188.883202,66636291296.704705,6129337,404161,814365,7347863
2022-05-02,NYSE Arca (P),275209354,560984075,392385672,1228579101,10840232517.500701,39062942788.884390,25906939062.204396,75810114368.589487,2816790,2732824,4127115,9676729
2022-05-02,NASDAQ (Q),645235576,427009602,1170048197,2242293375,30718022253.496993,36458431734.763007,78986201379.907101,146162655368.167101,8842790,3321937,11505511,23670238
2022-05-02,Members Exchange (U),216816124,152143708,178656243,547616075,6095915201.334500,9540610168.472399,7265818650.298400,22902344020.105299,1834698,888645,1577202,4300545
2022-05-02,Investors Exchange (V),175831399,41375766,127584134,344791299,10899898079.957003,3688009356.803901,9840757464.401200,24428664901.162104,2303459,263713,1715342,4282514
2022-05-02,NASDAQ PSX (X),31081831,61507563,33400073,125989467,985694043.311800,3677983342.987100,2492179866.927600,7155857253.226500,303383,313050,365735,982168
2022-05-02,BYX Equities (Y),73024328,52833242,52124883,177982453,2086843147.077700,4057850073.133100,2547743274.811800,8692436495.022600,800907,329916,648326,1779149
2022-05-02,BZX Equities (Z),304163546,273245316,250151628,827560490,11794254116.899898,22003772137.363699,16928156445.376104,50726182699.639701,3735382,1910318,3259019,8904719
2022-04-29,NYSE American (A),19783840,38391828,14381483,72557151,878274782.363600,1704033972.277100,1073085080.535600,3655393835.176300,210151,147611,153563,511325
2022-04-29,NASDAQ BX (B),24361665,21373559,25819878,71555102,1228753949.292100,1769999481.080200,2219508066.242601,5218261496.614901,456505,160101,445560,1062166
2022-04-29,NYSE National (C),47155919,42396798,32914735,122467452,1327926280.612500,2010607489.080600,1442259610.720500,4780793380.413600,475979,216743,349620,1042342
2022-04-29,FINRA / Nasdaq TRF Chicago (DB),9868154,3856037,13283058,27007249,375820942.299700,161313824.295200,1035639847.599800,1572774614.194700,47360,14074,71663,133097
2022-04-29,FINRA / NYSE TRF (DN),233276107,136443298,386700049,756419454,8825139029.334498,5409952574.547305,19915342975.138709,34150434579.020512,1378726,359216,1677769,3415711
2022-04-29,FINRA / Nasdaq TRF Carteret (DQ),1408493914,924771518,1640400161,3973665593,65842567632.556394,59118280958.606111,97265562356.707211,222226410947.869716,7340262,2441728,7371649,17153639
2022-04-29,MIAX Pearl (H),39186214,56393316,35896867,131476397,1183629562.225600,3074837333.455699,2376952242.679400,6635419138.360699,410015,252737,362285,1025037
2022-04-29,EDGA Equities (J),68502053,59493547,59234347,187229947,2909635514.903200,3578554178.641901,3607711880.592700,10095901574.137801,970842,437911,817327,2226080
2022-04-29,EDGX Equities (K),274399312,138874517,268873378,682147207,10327418300.985401,9474561865.120298,17281729204.445385,37083709370.551084,2562699,845297,2458951,5866947
2022-04-29,LTSE (L),3435,6143,14473,24051,208199.510000,559663.850000,1934330.410000,2702193.770000,33,64,83,180
2022-04-29,NYSE Chicago (M),16432068,8594599,9371266,34397933,906452485.086200,1175958543.981100,1907550298.111200,3989961327.178500,66463,3576,49822,119861
2022-04-29,NYSE (N),1376030591,69256527,77387596,1522674714,75115577019.851204,5072498095.665301,4598838919.619201,84786914035.135706,5232601,318425,689419,6240445
2022-04-29,NYSE Arca (P),248894015,485889467,366245828,1101029310,10654938583.734699,34214444077.079102,26788118520.476898,71657501181.290699,2576602,2240711,3852839,8670152
2022-04-29,NASDAQ (Q),586115258,362158268,1212920827,2161194353,28006856788.823897,31346944987.233613,89657517174.447812,149011318950.505322,7507795,2580134,10192196,20280125
2022-04-29,Members Exchange (U),184081007,122759172,152677810,459517989,5195541932.432300,7960319934.989501,6764511915.269203,19920373782.691004,1501989,674039,1337822,3513850
2022-04-29,Investors Exchange (V),167105128,38456691,124745085,330306904,10285297689.445103,3481751236.759500,10871652294.618705,24638701220.823308,2180591,242563,1687662,4110816
2022-04-29,NASDAQ PSX (X),29709998,53528151,31922851,115161000,1022739440.755800,2975100536.134500,2094684136.283100,6092524113.173400,274238,250400,322453,847091
2022-04-29,BYX Equities (Y),72601031,54671823,50669904,177942758,2113842204.691100,3855909407.367801,2864712616.343099,8834464228.402000,750975,304247,609700,1664922
2022-04-29,BZX Equities (Z),278030692,225673853,229616630,733321175,11274427677.783502,17528962256.972604,17073738799.959798,45877128734.715904,3343259,1427354,2860504,7631117
2022-04-28,NYSE American (A),18937027,34029634,14178489,67145150,895178687.301300,1297090569.518100,921183004.451600,3113452261.271000,210410,141594,156969,508973
2022-04-28,NASDAQ BX (B),26348336,18871302,25433540,70653178,1321448855.886400,1684002248.567900,2163570149.778899,5169021254.233199,476718,141901,469631,1088250
2022-04-28,NYSE National (C),50321788,40620037,34688127,125629952,1532470622.907900,1892059170.981600,1432569715.660500,4857099509.550000,547611,226748,381170,1155529
2022-04-28,FINRA / Nasdaq TRF Chicago (DB),9492458,3258074,12769806,25520338,375916627.585500,166775880.430300,1146988461.712500,1689680969.728300,47644,12715,77205,137564
2022-04-28,FINRA / NYSE TRF (DN),248248199,154410336,447883114,850541649,9283594221.193398,5990903494.753099,21386605898.857304,36661103614.803801,1403595,335877,1715602,3455074
2022-04-28,FINRA / Nasdaq TRF Carteret (DQ),1484687068,895054874,1842028225,4221770167,67542192579.980738,48145634506.023898,101188430479.210058,216876257565.214694,7802409,2276117,7733088,17811614
2022-04-28,MIAX Pearl (H),36718589,57127715,43006093,136852397,1202566641.830000,2957690502.342600,2651836281.347498,6812093425.520098,411265,248104,393665,1053034
2022-04-28,EDGA Equities (J),72727350,51634662,62075088,186437100,3251517860.373900,2909705878.375601,3942400539.556598,10103624278.306099,1022531,389555,859303,2271389
2022-04-28,EDGX Equities (K),290145393,128502530,308520030,727167953,11068872184.366405,7560459287.644896,18560338437.803197,37189669909.814498,2665268,718120,2604382,5987770
2022-04-28,LTSE (L),2434,64,68311,70809,233666.530000,2432.000000,9672811.370000,9908909.900000,25,1,328,354
2022-04-28,NYSE Chicago (M),13584117,7827202,12780421,34191740,983240384.318800,789306009.203200,3124012625.382401,4896559018.904401,78586,3495,61294,143375
2022-04-28,NYSE (N),1008456192,62881739,80810395,1152148326,52209266445.672089,4527427397.613700,4616997097.475499,61353690940.761288,5062643,279728,709850,6052221
2022-04-28,NYSE Arca (P),251639124,455475325,427796132,1134910581,10728173520.638897,29807806238.462471,32239518840.537317,72775498599.638685,2586881,1983571,4215040,8785492
2022-04-28,NASDAQ (Q),588176734,330836669,1130911618,2049925021,29100312246.583902,26209647985.703009,80356562780.356450,135666523012.643361,7693612,2362431,10482172,20538215
2022-04-28,Members Exchange (U),186144740,111458667,163035041,460638448,5418310571.507700,6484878118.929699,6914293200.404302,18817481890.841701,1561351,600551,1396634,3558536
2022-04-28,Investors Exchange (V),180571470,34430208,129808297,344809975,11357587805.899099,3019831621.351100,11245294923.860997,25622714351.111196,2368585,223121,1813481,4405187
